Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
catálogos	NOUN	1	14	12	0	O controle de autoridades garante a consistência dos nomes de autores nos catálogos bibliográficos .
bibliográficos	ADJ	1	14	13	0	O controle de autoridades garante a consistência dos nomes de autores nos catálogos bibliográficos .
.	PUNCT	0	14	14	0	O controle de autoridades garante a consistência dos nomes de autores nos catálogos bibliográficos .
13	['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]	14	13	1	O controle de autoridades garante a consistência dos nomes de autores nos catálogos bibliográficos .
A	DET	0	15	0	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
ciência	NOUN	0	15	1	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
da	ADP	0	15	2	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
informação	NOUN	0	15	3	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
estuda	VERB	0	15	4	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
as	DET	0	15	5	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
propriedades	NOUN	0	15	6	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
e	CCONJ	0	15	7	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
o	DET	0	15	8	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
fluxo	NOUN	0	15	9	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
da	ADP	0	15	10	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
informação	NOUN	0	15	11	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
na	ADP	0	15	12	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
sociedade	NOUN	0	15	13	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
moderna	ADJ	0	15	14	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
.	PUNCT	0	15	15	0	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
14	['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	15	14	1	A ciência da informação estuda as propriedades e o fluxo da informação na sociedade moderna .
Bibliotecas	NOUN	1	16	0	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
digitais	ADJ	0	16	1	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
permitem	VERB	0	16	2	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
o	DET	0	16	3	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
acesso	NOUN	0	16	4	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
remoto	ADJ	1	16	5	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
a	ADP	0	16	6	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
livros	NOUN	0	16	7	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
e	CCONJ	0	16	8	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
documentos	NOUN	0	16	9	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
raros	ADJ	0	16	10	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
em	ADP	0	16	11	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
alta	ADJ	0	16	12	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
resolução	NOUN	0	16	13	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
.	PUNCT	0	16	14	0	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
15	['NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT']	[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	16	15	1	Bibliotecas digitais permitem o acesso remoto a livros e documentos raros em alta resolução .
A	DET	0	17	0	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
conservação	NOUN	0	17	1	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
preventiva	ADJ	1	17	2	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
de	ADP	0	17	3	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
obras	NOUN	0	17	4	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
raras	ADJ	0	17	5	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
envolve	VERB	0	17	6	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
o	DET	0	17	7	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
controle	NOUN	0	17	8	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
de	ADP	0	17	9	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
temperatura	NOUN	0	17	10	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
e	CCONJ	0	17	11	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
umidade	NOUN	0	17	12	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
nos	ADP	0	17	13	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
acervos	NOUN	1	17	14	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
.	PUNCT	0	17	15	0	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
16	['DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	17	16	1	A conservação preventiva de obras raras envolve o controle de temperatura e umidade nos acervos .
O	DET	0	18	0	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
empréstimo	NOUN	0	18	1	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
entre	ADP	0	18	2	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
bibliotecas	NOUN	0	18	3	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
amplia	VERB	0	18	4	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
o	DET	0	18	5	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
acesso	NOUN	0	18	6	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
a	ADP	0	18	7	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
materiais	NOUN	0	18	8	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
que	PRON	0	18	9	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
não	ADV	0	18	10	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
estão	AUX	0	18	11	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
disponíveis	ADJ	0	18	12	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
localmente	ADV	0	18	13	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
.	PUNCT	0	18	14	0	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
17	['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PRON', 'ADV', 'AUX', 'ADJ', 'ADV', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	18	17	1	O empréstimo entre bibliotecas amplia o acesso a materiais que não estão disponíveis localmente .
A	DET	0	19	0	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
curadoria	NOUN	1	19	1	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
digital	ADJ	0	19	2	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
envolve	VERB	0	19	3	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
a	DET	0	19	4	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
seleção	NOUN	0	19	5	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
e	CCONJ	0	19	6	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
manutenção	NOUN	0	19	7	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
de	ADP	0	19	8	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
ativos	NOUN	0	19	9	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
digitais	ADJ	0	19	10	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
a	ADP	0	19	11	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
longo	ADJ	0	19	12	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
prazo	NOUN	0	19	13	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
.	PUNCT	0	19	14	0	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
18	['DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	19	18	1	A curadoria digital envolve a seleção e manutenção de ativos digitais a longo prazo .
O	DET	0	20	0	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
código	NOUN	0	20	1	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
de	ADP	0	20	2	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
ética	NOUN	0	20	3	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
profissional	ADJ	0	20	4	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
do	ADP	0	20	5	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
bibliotecário	NOUN	1	20	6	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
orienta	VERB	0	20	7	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
a	DET	0	20	8	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
conduta	NOUN	0	20	9	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
técnica	ADJ	0	20	10	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
e	CCONJ	0	20	11	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
social	ADJ	0	20	12	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
da	ADP	0	20	13	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
categoria	NOUN	0	20	14	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
.	PUNCT	0	20	15	0	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
19	['DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	20	19	1	O código de ética profissional do bibliotecário orienta a conduta técnica e social da categoria .
A	DET	0	21	0	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
normalização	NOUN	1	21	1	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
documentária	ADJ	1	21	2	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
segue	VERB	0	21	3	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
as	DET	0	21	4	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
diretrizes	NOUN	0	21	5	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
da	ADP	0	21	6	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
ABNT	PROPN	1	21	7	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
para	ADP	0	21	8	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
trabalhos	NOUN	0	21	9	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
acadêmicos	ADJ	0	21	10	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
no	ADP	0	21	11	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
Brasil	PROPN	0	21	12	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
.	PUNCT	0	21	13	0	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
20	['DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PUNCT']	[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	21	20	1	A normalização documentária segue as diretrizes da ABNT para trabalhos acadêmicos no Brasil .
O	DET	0	22	0	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
bibliotecário	NOUN	1	22	1	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
de	ADP	0	22	2	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
dados	NOUN	0	22	3	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
trabalha	VERB	0	22	4	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
com	ADP	0	22	5	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
a	DET	0	22	6	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
organização	NOUN	0	22	7	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
e	CCONJ	0	22	8	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
preservação	NOUN	0	22	9	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
de	ADP	0	22	10	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
conjuntos	NOUN	0	22	11	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
de	ADP	0	22	12	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
dados	NOUN	0	22	13	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
de	ADP	0	22	14	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
pesquisa	NOUN	0	22	15	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
.	PUNCT	0	22	16	0	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
21	['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	22	21	1	O bibliotecário de dados trabalha com a organização e preservação de conjuntos de dados de pesquisa .
As	DET	0	23	0	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
bibliotecas	NOUN	0	23	1	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
especializadas	VERB	0	23	2	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
atendem	VERB	1	23	3	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
a	ADP	0	23	4	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
demandas	NOUN	0	23	5	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
de	ADP	0	23	6	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
áreas	NOUN	0	23	7	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
específicas	ADJ	0	23	8	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
como	ADP	0	23	9	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
medicina	NOUN	0	23	10	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
e	CCONJ	0	23	11	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
direito	NOUN	0	23	12	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
.	PUNCT	0	23	13	0	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
22	['DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	23	22	1	As bibliotecas especializadas atendem a demandas de áreas específicas como medicina e direito .
A	DET	0	24	0	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
acessibilidade	NOUN	1	24	1	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
em	ADP	0	24	2	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
bibliotecas	NOUN	0	24	3	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
garante	VERB	0	24	4	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
que	SCONJ	0	24	5	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
pessoas	NOUN	0	24	6	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
com	ADP	0	24	7	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
deficiência	NOUN	0	24	8	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
tenham	VERB	0	24	9	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
pleno	ADJ	0	24	10	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
acesso	NOUN	0	24	11	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
à	ADP	0	24	12	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
informação	NOUN	0	24	13	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
.	PUNCT	0	24	14	0	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
23	['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'SCONJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	24	23	1	A acessibilidade em bibliotecas garante que pessoas com deficiência tenham pleno acesso à informação .
O	DET	0	25	0	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
desenvolvimento	NOUN	0	25	1	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
de	ADP	0	25	2	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
coleções	NOUN	0	25	3	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
deve	VERB	0	25	4	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
considerar	VERB	0	25	5	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
o	DET	0	25	6	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
perfil	NOUN	0	25	7	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
da	ADP	0	25	8	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
comunidade	NOUN	0	25	9	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
atendida	VERB	1	25	10	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
pela	ADP	0	25	11	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
instituição	NOUN	0	25	12	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
.	PUNCT	0	25	13	0	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
24	['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	25	24	1	O desenvolvimento de coleções deve considerar o perfil da comunidade atendida pela instituição .
O	DET	0	26	0	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
marketing	NOUN	0	26	1	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
em	ADP	0	26	2	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
bibliotecas	NOUN	0	26	3	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
ajuda	VERB	0	26	4	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
a	SCONJ	0	26	5	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
promover	VERB	0	26	6	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
os	DET	0	26	7	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
serviços	NOUN	0	26	8	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
e	CCONJ	0	26	9	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
atrair	VERB	0	26	10	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
novos	ADJ	0	26	11	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
tipos	NOUN	0	26	12	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
de	ADP	0	26	13	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
usuários	NOUN	0	26	14	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
.	PUNCT	0	26	15	0	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
25	['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'SCONJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	26	25	1	O marketing em bibliotecas ajuda a promover os serviços e atrair novos tipos de usuários .
A	DET	0	27	0	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
bibliometria	NOUN	1	27	1	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
utiliza	VERB	0	27	2	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
métodos	NOUN	0	27	3	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
estatísticos	ADJ	1	27	4	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
para	SCONJ	0	27	5	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
analisar	VERB	0	27	6	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
a	DET	0	27	7	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
produção	NOUN	0	27	8	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
científica	ADJ	0	27	9	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
e	CCONJ	0	27	10	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
o	DET	0	27	11	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
impacto	NOUN	0	27	12	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
de	ADP	0	27	13	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
citações	NOUN	1	27	14	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
.	PUNCT	0	27	15	0	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
26	['DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	27	26	1	A bibliometria utiliza métodos estatísticos para analisar a produção científica e o impacto de citações .
O	DET	0	28	0	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
Tesauro	PROPN	1	28	1	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
é	AUX	0	28	2	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
uma	DET	0	28	3	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
linguagem	NOUN	0	28	4	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
documental	ADJ	1	28	5	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
controlada	VERB	0	28	6	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
que	PRON	0	28	7	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
auxilia	VERB	0	28	8	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
na	ADP	0	28	9	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
representação	NOUN	0	28	10	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
temática	ADJ	0	28	11	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
de	ADP	0	28	12	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
textos	NOUN	0	28	13	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
